price,description,lien_produit,name,image_url,regular_price,discount,stock_availability,brand,category,offre,garantie 
1599.0,"Processeur: Intel Core i5-13400 (Up to 4.60 GHz Turbo max, 20Mo Mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: PATRIOT VIPER STEEL 16 Go DIMM DDR4 3200MHz - Disque Dur: PATRIOT P300 SSD M.2 NVMe 512Go - Carte mère: MSI PRO H610M-E DDR4 Matx - Carte graphique: Intel UHD Graphics 730 - Boîtier MSI MAG FORGE M100R  / Micro-ATX / 4 ventilo ARGB + Controlleur - Alimentation MSI MAG A550BN 550W 80+BRONZE - Dimensions: 388 x 200 x 423 mm - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-de-bureau-pro-mytek-i5-13e-gen-16g-512go-ssd-noir.html,Pc de Bureau Pro MYTEK i5 13è Gén 16G 512Go SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-pro-mytek-i5-13e-gen-16g-512go-ssd-noir.jpg,0.0,0.0,Sur commande 48h,mytek,PC de Bureau,N/A,12
1599.0,"Processeur: AMD Ryzen™ 5 4500 (3.6 GHz up to 4.1 GHz Turbo max, 8Mo Mémoire cache, Hexa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: REDRAGON DRAGON KNIGHT 16Go 3200MHz - Disque Dur: MSI SSD SPATIUM 240Go S270 SATA 2.5"" - Carte mère: GIGABYTE A520M-K V2 m-ATX - Carte graphique: MSI GeForce RTX 3050 VENTUS 2X 6G OC - Boîtier gamer MSI MAG FORGE M100A / Micro-ATX / 4 ventilo Auto RGB - Alimentation 500W - Dimensions: 388 x 200 x 423 mm - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-de-bureau-gamer-mytek-amd-ryzen-5-16go-msi-rtx-3050-ventus-2x-6g-oc.html,Pc de Bureau Gamer MYTEK AMD RYZEN 5 16Go MSI RTX 3050 VENTUS 2X 6G OC,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-gamer-mytek-amd-ryzen-5-16go-msi-rtx-3050-ventus-2x-6g-oc.jpg,0.0,0.0,Sur commande 48h,mytek,PC de Bureau,N/A,12
1299.0,"Ecran 15.6"" Full HD - Processeur: AMD Ryzen™ 5 5500U (2.1 GHz up to 4.0 GHz Turbo max, 8 Mo de mémoire cache, Hexa-Core) - Système d'exploitation Windows 11 Famille - Mémoire RAM: 8Go DDR4-3200 - Disque Dur: 512Go SSD - Carte Graphique: AMD Radeon Graphics avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combo casque/microphone (3,5 mm) et lecteur de carte - Couleur: Bleu - Garantie: 2 ans",https://www.mytek.tn/pc-portable-lenovo-ideapad-1-15alc7-amd-ryzen-5-8go-512go-ssd-bleu.html,PC Portable LENOVO IdeaPad 1 15ALC7 AMD RYZEN 5 8Go 512Go SSD - Bleu,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-1-15alc7-amd-ryzen-5-8go-512go-ssd-bleu-y.jpg,1359.0,-60.0,En stock,lenovo,Pc Portable,N/A,24
199.0,"Sac à Dos BANGE BG031 Pour Pc Portable 17'' - Matériau: Tissu Oxford / Texture doublure polyester - Fermetures: à glissière YKK renforcées et imperméables - Revêtement robuste et imperméable - Deux compartiments principaux à fermeture éclair Serrure à combinaison intégrée, antivol - Pochette interne rembourrée pour un ordinateur de 17 pouces - Grande capacité, nombreuses poches et compartiments - Panneau organisateur (intérieur) - Panneau arrière rembourré en mesh respirant - Bretelles rembourrées ergonomiques S-Curve - Poignée rigide - Port de charge USB (batterie non incluse) - Passant arrière pour bagage - Fond renforcé - Poids: 1.25 kg - Dimensions: 47 x 32 x 16 cm  - Couleur: Gris",https://www.mytek.tn/sac-a-dos-antivol-bange-bg031-pour-pc-portable-17-avec-port-usb-gris.html,Sac à Dos Antivol BANGE BG031 Pour Pc Portable 17'' Avec Port USB - Gris,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/a/sac-a-dos-antivol-bange-bg031-pour-pc-portable-17-avec-port-usb-gris-1.jpg,0.0,0.0,En stock,bange,Sacs & Sacoches,N/A,
3279.0,"Écran SAMSUNG - Taille de l'écran: 49"" Full HD, 60 Hz - Résolution: 1920 x 1080 - Luminosité: 300 cd / m² - Rapport de contraste: 3000:1 - Temps de réponse: 8 ms - Angle de vision: 178° H /178° V - Compatibilité VESA: 200 x 200 mm - Connecteurs: 1x USB 2.0, HDMI 1.4, HDCP 1.4, DVI-I - Dimensions: 1118.8 X 650.0 X 74.2 mm - Poids: 10.1 Kg - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/ecran-samsung-dc49j-49-full-hd-60hz.html,Ecran SAMSUNG DC49J 49'' Full HD 60Hz ,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-samsung-dc49j-49-full-hd-60hz.jpg,0.0,0.0,Sur commande 48h,samsung,Ecran,N/A,12
3419.0,"Écran SAMSUNG - Taille de l'écran: 50"" 4K, 60 Hz - Système d'exploitation: Tizen 6.5 - Résolution: 3840 x 2160 - Format d'écran: 16:9 - Luminosité: 350 cd / m² - Rapport de contraste: 4000:1 - Type De Dalle: VA - Temps de réponse: 8 ms - Angle de vision: 178° H /178° V - Avec Wifi, Bluetooth - Connecteurs: 2x USB 2.0, 3x HDMI 2.0, RJ45, HDCP 2.2 - Dimensions: 1121,4 x 643,9 x 46,3 mm - Poids: 13.4 Kg - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/ecran-samsung-qb50b-50-4k-60-hz.html,Ecran SAMSUNG QB50B 50'' 4K 60 Hz ,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-samsung-qb50b-50-4k-60-hz.jpg,0.0,0.0,Sur commande 48h,samsung,Ecran,N/A,12
1269.0,"Écran ASUS ProArt PA278QV - Taille de l'écran: 27"" WQHD, 75Hz - Résolution: 2560 x 1440 pixels - Format d'écran: 16:9 - Rapport de contraste: 1000:1 - Type de dalle: IPS - Luminosité: 350 cd/m² - Temps de réponse: 5 ms (GTG) - Angle de vue (H / V): 178°/178° - Pivot - Inclinaison: +35° ~ -5° - Rotation: +90° ~ -90° - Réglage de hauteur: 0 ~ 150mm - Montage VESA: 100 x 100mm - Espaces de couleurs: 100% sRGB - Précision des couleurs: ∆E < 2 - Connecteurs: 4x USB 3.2 Gen 1 Type-A, 1x HDMI(v1.4), 1x DisplayPort 1.2, 1x Mini DisplayPort, 1x DVI Dual-Link - 2x Haut-parleurs 2W - Technologie Adaptive-Sync - Dimensions: 61,50 x 53,20 x 22,60 cm - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/ecran-asus-proart-pa278qv-27-wqhd-ips-75-hz.html,Ecran ASUS ProArt PA278QV 27'' WQHD IPS 75 Hz,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-asus-proart-pa278qv-27-wqhd-ips-75-hz.jpg,0.0,0.0,Epuisé,asus,Ecran,N/A,12
2709.0,"Ecran 14"" WUXGA, IPS - Processeur: Intel Core i5-1335U (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 8 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt™ 4 / USB4, 1x HDMI 2.1, 1x RJ-45, 1x prise combo casque/microphone (3,5 mm) - Clavier Rétroéclairé - Lecteur d'empreintes digitales Style tactile - Couleur: Noir - Garantie: 2 ans ",https://www.mytek.tn/pc-portable-lenovo-thinkpad-e14-gen-5-i5-13e-gen-8go-512g-ssd-noir.html,PC Portable LENOVO ThinkPad E14 Gén 5 i5 13è Gén 8Go 512G SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e14-gen-5-i5-13e-gen-8go-512g-ssd-noir.jpg,0.0,0.0,En stock,lenovo,PC Portable Pro,N/A,24
2719.0,"Ecran 15.6"" FULL HD, IPS - Processeur: Intel Core™ i7-1255U (Up to 4,70 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go - Disque Dur: 512 Go SSD - Carte Graphique: Intel Iris Xᵉ Graphics avec WiFi, Bluetooth, 1x USB Type-C, 3x USB Type-A, 1x HDMI 2.1b, 1x RJ-45, 1 prise d’alimentation secteur, 1 prise combinée casque/microphone stéréo - Clavier avec pavé numérique et étanche - Couleur: Silver - Garantie: 1 an",https://www.mytek.tn/pc-portable-hp-probook-450-g9-i7-12e-gen-12go-512go-ssd-silver.html,Pc Portable HP ProBook 450 G9 i7 12è Gén 12Go 512Go SSD - Silver,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-hp-probook-450-g9-i7-12e-gen-12go-512go-ssd-silver-1.jpg,0.0,0.0,En stock,hp,PC Portable Pro,N/A,12
169.0,"Sac à Dos XIAOMI CITY BACKPACK 2 - Matière: Polyester - Capacité: 17 litres - 8 Poches intérieures - Compartiment pour ordinateur portable 15.6"" et sangles fixes - Durable, résistant aux rayures et à l'eau - La poignée supplémentaire en fait un sac à main, doublure en coton rembourré de nylon - Bretelles rembourrées et dos doux et confortable à utiliser - Niveau 4 imperméable, léger et résistant à l'usure - Dimensions: 400 x 305 x 140 mm - Poids: 770 g - Couleur: Gris Foncé",https://www.mytek.tn/sac-a-dos-xiaomi-mi-city-backpack-2-gris-fonce.html,Sac à Dos XIAOMI MI CITY BACKPACK 2 - Gris Foncé ,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/a/sac-a-dos-xiaomi-mi-city-backpack-2-gris-fonce.jpg,0.0,0.0,En stock,xiaomi,Sacs & Sacoches,N/A,
169.0,"Sac à Dos Gamer WHITE SHARK NOMAD Pour PC Portable 17.3 - Nombre de compartiments: 2 compartiments principaux avec fermeture éclair et poches internes supplémentaires pour appareils portables et accessoires, 6 petits compartiments extérieurs avec fermeture éclair - Matériau imperméable - Matériau: Polyester - Dimensions: 370 x 510 x 180 mm - Couleur: Noir ",https://www.mytek.tn/sac-a-dos-gamer-white-shark-nomad-gbp-002-pour-pc-portable-17-3-noir.html, Sac à Dos Gamer WHITE SHARK NOMAD GBP-002 Pour PC Portable 17.3'' - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/g/b/gbp-002_1.jpg,0.0,0.0,En stock,white-shark,Sacs & Sacoches,N/A,
17.9,Souris JEDEL W380 Plus - Technologie de connectivité: Sans Fil - Interface: USB(Nano) - Résolution: 1000 DPI - Nombre De boutons: 3 - Distance de fonctionnement: 10 mètres - Couleur: Noir - Garantie: 1 an,https://www.mytek.tn/souris-sans-fil-jedel-w380-plus-noir.html,Souris Sans Fil JEDEL W380 PLus - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/o/souris-sans-fil-jedel-w380-plus-noir.jpg,0.0,0.0,En stock,jedel,Clavier & Souris & Tapis,N/A,12
1609.0,"Processeur: Intel Core i3-12100F (3.30 GHz up to 4.30 GHz Turbo max, 12Mo Mémoire cache, Quad-Core) - Système d'exploitation: FreeDos - Mémoire RAM: SKHYNIX 8Go DDR4 3200Mhz Udimm - Disque Dur: MSI SSD SPATIUM 240Go S270 SATA 2.5"" - Carte mère: MSI PRO H610M-E DDR4 mATX - Carte graphique: MSI GeForce RTX 3050 VENTUS 2X 6G OC - Boîtier gamer MSI MAG FORGE M100A / Micro-ATX / 4 ventilo Auto RGB - Alimentation 500W - Dimensions: 388 x 200 x 423 mm - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-de-bureau-gamer-mytek-i3-12e-gen-8go-msi-rtx-3050-ventus-2x-6g-oc.html,Pc de Bureau Gamer MYTEK i3 12è Gén 8Go MSI RTX 3050 VENTUS 2X 6G OC,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-gamer-mytek-i3-12e-gen-8go-msi-rtx-3050-ventus-2x-6g-oc.jpg,0.0,0.0,Sur commande 48h,mytek,PC de Bureau,N/A,12
1309.0,"Écran 15.6"" Full HD, 120Hz - Processeur: Intel Core i5-1235U (Up to 4.40 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: FreeDos - Mémoire RAM: 12 Go DDR4 - Disque dur: 256 Go SSD - Carte graphique: Intel® UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque, Prise jack d’alimentation et Lecteur de carte SD - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-portable-dell-vostro-3520-i5-12eme-gen-12go-256go-ssd-noir.html,Pc Portable DELL Vostro 3520 i5 12ème Gén 12Go 256Go SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i5-12eme-gen-12go-256go-ssd-noir-q.jpg,0.0,0.0,En arrivage,dell,Pc Portable,N/A,12
1309.0,"Écran 15.6"" Full HD, IPS - Processeur: AMD Ryzen™ 5 7520U (2.8 GHz up to 4.3 GHz Turbo max, 4 Mo de mémoire cache, Quad-Core) - Système d'exploitation: Windows 11 Famille - Mémoire RAM: 8 Go - Disque Dur: 512 Go SSD - Carte Graphique: AMD Radeon Graphics avec Wi-Fi, Bluetooth, 2x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4, 1x prise combo casque/microphone (3,5 mm) et lecteur de carte - Couleur: Gris - Garantie: 2 ans",https://www.mytek.tn/pc-portable-lenovo-ideapad-slim-3-15amn8-amd-ryzen-5-8g-512go-ssd-gris.html,PC Portable LENOVO IdeaPad Slim 3 15AMN8 AMD RYZEN 5 8Go 512Go SSD - Gris,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-ideapad-slim-3-15amn8-amd-ryzen-5-8g-512go-ssd-gris-q.jpg,1349.0,-40.0,En stock,lenovo,Pc Portable,N/A,24
199.0,"Sac à Dos BANGE BG01 Pour Pc Portable 17'' - Matériau: Tissu Oxford / Texture doublure polyester - Fermetures: à glissière YKK renforcées et imperméables - Revêtement robuste et imperméable - Deux compartiments principaux à fermeture éclair Serrure à combinaison intégrée, antivol - Pochette interne rembourrée pour un ordinateur de 15,6 pouces - Grande capacité, nombreuses poches et compartiments - Panneau organisateur (intérieur) - Panneau arrière rembourré en mesh respirant - Bretelles rembourrées ergonomiques S-Curve - Poignée rigide - Port de charge USB (batterie non incluse) - Passant arrière pour bagage - Fond renforcé - Poids: 1.25 kg - Dimensions: 47 x 32 x 16 cm  - Couleur: Bleu.",https://www.mytek.tn/sac-a-dos-antivol-bange-bg031-pour-pc-portable-17-avec-port-usb-bleu.html,Sac à Dos Antivol BANGE BG031 Pour Pc Portable 17'' Avec Port USB - Bleu,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/a/sac-a-dos-antivol-bange-bg031-pour-pc-portable-17-avec-port-usb-bleu_1_1_1.jpg,0.0,0.0,En stock,bange,Sacs & Sacoches,N/A,
3699.0,"Écran SAMSUNG - Taille de l'ecran: 55"" 4K, 60Hz - Systeme d'exploitation: Tizen 6.5 - Resolution: 3840 x 2160 - Luminosité: 350 cd/m² - Rapport de contraste: 4000: 1 - Temps de réponse: 8 ms - Type de dalle: VA - Taille d'image: 16:9 - Angle de vision: 178° H /178° V - Compatibilité VESA: 200 x 200 mm - Avec WiFi, Bluetooth - Connecteurs: 2x USB 2.0, 3x HDMI 2.0, RJ45, HDCP2.2 - Dimensions: 1235,1 x 707,9 x 46,3 mm - Poids: 18.1 kg - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/ecran-samsung-qb55b-55-4k-60hz.html,Ecran SAMSUNG QB55B 55'' 4K 60Hz,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-samsung-qb55b-55-4k-60hz.jpg,0.0,0.0,Sur commande 48h,samsung,Ecran,N/A,12
3819.0,"Écran SAMSUNG - Taille de l'écran: 32"" Full HD, 75 Hz - Systeme d'exploitation: Tizen 4.0 - Résolution: 1920 x 1080 - Luminosité: 400 cd / m² - Rapport de contraste: 5000: 1 - Temps de réponse: 8 ms - Angle de vision: 178° H /178° V - Avec Wifi, Bluetooth - Connecteurs: 2x USB, 2x HDMI, RJ45, DisplayPort 1.2 - Dimensions: 725,1 x 419,6 x 34,6 mm - Poids: 5.7 kg - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/ecran-samsung-qm32r-32-full-hd-75-hz.html,Ecran SAMSUNG QM32R 32'' Full HD 75 Hz ,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-samsung-qm32r-32-full-hd-75-hz.jpg,0.0,0.0,Sur commande 48h,samsung,Ecran,N/A,12
1385.0,"Ecran LENOVO ThinkVision P27h-20 - Taille de l'ecran: 27"" QHD, 60 Hz - Résolution: 2560 x 1440 pixels - Format d'écran: 16:9 - Rapport de contraste: 1000:1 - Type de dalle: IPS - Luminosité: 350 cd/m² - Temps de réponse: 4 ms (mode extrême) / 6 ms (mode typique) - Angle de vue (H / V): 178°/178° - Inclinaison: -5 ° à 35 ° - Rotation gauche et droite à: 45° - Pivotement de: -90° ~ 90° - Réglable en hauteur: jusqu'à 135 mm - Connecteurs: 4x USB 3.1 Gen 1 (1x BC 1.2), 1x USB-C 3.1 Gen 1, 1x HDMI 1.4, 1x DP 1.2, 1x sortie DP 1.2, 1x RJ45, Ethernet - 1x Haut-parleurs 2 W - Dimensions: 576,5 x 613,8 x 208 mm - Poids: 7,35 kg - Couleur: Noir - Garantie: 3 ans",https://www.mytek.tn/ecran-gaming-lenovo-thinkvision-p27h-20-27-qhd-ips-60-hz.html,Ecran Gaming LENOVO ThinkVision P27h-20 27'' QHD IPS 60 Hz,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-gaming-lenovo-thinkvision-p27h-20-27-qhd-ips-60-hz-s_1_1.jpg,0.0,0.0,Sur commande 48h,lenovo,Ecran,N/A,36
2745.0,"Ecran 16"" WUXGA, IPS - Processeur: Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Systéme d'exploitation: FreeDos - Mémoire: 16 Go DDR4-3200 - Disque dur: 512 Go SSD - Carte graphique: NVIDIA GeForce MX550 (2 Go de mémoire dédiée GDDR6) avec Wifi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 2, 1x Thunderbolt™ 4 / USB4, 1x HDMI 2.1, 1x RJ-45, 1x prise combo casque/microphone (3,5 mm) - Clavier Rétroéclairé - Lecteur d'empreintes digitales Style tactile - Couleur: Noir - Garantie: 2 ans",https://www.mytek.tn/pc-portable-lenovo-thinkpad-e16-gen-1-i5-13e-gen-16g-512go-ssd-noir.html,PC Portable LENOVO ThinkPad E16 Gén 1 i5 13è Gén 16G 512Go SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-lenovo-thinkpad-e16-gen-1-i5-13e-gen-16g-512go-ssd-noir.jpg,0.0,0.0,En stock,lenovo,PC Portable Pro,N/A,24
179.0,"Sac à Dos HP Travel Pour PC Portable 15.6"" - Matériaux: Polyester - Volume: 25 Litres - Système de fermeture: Fermeture éclair - Sangle de transport: Ergonomique; tampons; Épaule - Élégant et léger -  Départements: Extensible; Ordinateur portable; Document - Poches extérieures: Accessoires - 2 accès rapides - RFID - 1 emplacement pour bouteille d’eau/parapluie - Emplacement rembourré pour ordinateur portable - Passant pour stylo - Dimensions: 320 x 170 x 440 mm - Couleur: Gris",https://www.mytek.tn/sac-a-dos-hp-travel-pour-ordinateur-portable-15-6-25-litre-gris-6b8u4aa.html,"Sac à dos HP Travel Pour Ordinateur Portable 15.6"" 25 Litre - Gris (6B8U4AA)",https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/a/sac-a-dos-hp-travel-pour-ordinateur-portable-15-6-25-litre-gris-6b8u4aa.jpg,0.0,0.0,En stock,hp,Sacs & Sacoches,N/A,
18.0,"Souris LENOVO 120 - Technologie de connectivite: Filaire - Type de connexion: USB - Type de capteur: Optique - Résolution Optique: 1600 dpi - 3 boutons - Défilement bidirectionnel (haut/bas) - Durée de vie des boutons Gauche/droite: 3000000 cycles, milieu/encodeur: 300000 cycles -Longueur de câble: 1,5 métres - Couleur: Noir - Garantie: 1 an ",https://www.mytek.tn/souris-optique-filaire-lenovo-120-noir.html,Souris Optique Filaire LENOVO 120 - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/o/souris-optique-filaire-lenovo-120-noir-1.jpg,0.0,0.0,En stock,lenovo,Clavier & Souris & Tapis,N/A,12
18.0,"Souris Gamer MEETION M371 RGB- Technologie de connectivité: Filaire - Interface avec l'ordinateur: USB - Résolution Optique: 800-1200-1600 dpi - Type de capteur: Optique - Rétroéclairage RGB Raninbow - Nombre de boutons: 3 + 1 roue de défilement - Interrupteur tactile doux - Longeur de Câble: 1,5 métre - Poids: 85 ± 5g - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/souris-filaire-gamer-meetion-m371-rgb-noir.html,Souris Filaire Gamer MEETION M371 RGB - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/o/souris-de-jeu-filaire-omega-varr-0125-1600-dpi-om0125-noir_1_.jpg,0.0,0.0,En stock,meetion,Clavier & Souris & Tapis,N/A,12
1619.0,"Processeur: Intel Core i5-10400F (2,90 GHz up to 4,30 GHz Turbo max, 12Mo Mémoire cache, Hexa-Core) - Système d'exploitation: FreeDos - Mémoire RAM: SKHYNIX 8Go DDR4 3200Mhz Udimm - Disque Dur: MSI SSD SPATIUM 240Go S270 SATA 2.5"" - Carte mère: MSI PRO H510M-B mATX - Carte graphique: MSI GeForce RTX 3050 VENTUS 2X 6G OC - Boîtier gamer MSI MAG FORGE M100A / Micro-ATX / 4 ventilo Auto RGB - Alimentation 500W - Dimensions: 388 x 200 x 423 mm - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-de-bureau-gamer-mytek-i5-10e-gen-8go-msi-rtx-3050-ventus-2x-6g-oc.html,Pc de Bureau Gamer MYTEK i5 10è Gén 8Go MSI RTX 3050 VENTUS 2X 6G OC,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-de-bureau-gamer-mytek-i5-10e-gen-8go-msi-rtx-3050-ventus-2x-6g-oc.jpg,0.0,0.0,Sur commande 48h,mytek,PC de Bureau,N/A,12
1319.0,"Écran 15.6"" Full HD, 120Hz - Processeur: Intel Core i5-1235U (Up to 4.40 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation: Windows 11 Pro - Mémoire RAM: 8 Go DDR4 - Disque dur: 256 Go SSD - Carte graphique: Intel® UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque, Prise jack d’alimentation et Lecteur de carte SD - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/pc-portable-dell-vostro-3520-i5-12e-gen-8go-256g-ssd-noir.html,Pc Portable DELL Vostro 3520 i5 12è Gén 8Go 256G SSD - Noir,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/p/c/pc-portable-dell-vostro-3520-i5-12e-gen-8go-256g-ssd-noir.jpg,0.0,0.0,En stock,dell,Pc Portable,N/A,12
199.0,"Sac à Dos BANGE BG01 - Taille de l'écran: 17 Pouces - Matériau: Tissu Oxford / Texture doublure polyester - Fermetures: à glissière YKK renforcées et imperméables - Revêtement robuste et imperméable - Deux compartiments principaux à fermeture éclair Serrure à combinaison intégrée, antivol - Pochette interne rembourrée pour un ordinateur de 15,6 pouces - Grande capacité, nombreuses poches et compartiments - Panneau organisateur (intérieur) - Panneau arrière rembourré en mesh respirant - Bretelles rembourrées ergonomiques S-Curve - Poignée rigide - Port de charge USB (batterie non incluse) - Passant arrière pour bagage - Fond renforcé - Poids : 1.25 kg - Dimensions: 47 x 32 x 16 cm  - Couleur: Camouflage",https://www.mytek.tn/sac-a-dos-antivol-bange-bg031-pour-pc-portable-17-avec-port-usb-camouflage.html,Sac à Dos Antivol BANGE BG031 Pour Pc Portable 17'' Avec Port USB - Camouflage,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/s/a/sac-a-dos-antivol-bange-bg031-pour-pc-portable-17-avec-port-usb-camouflage.jpg,0.0,0.0,En stock,no brand,Sacs & Sacoches,N/A,
4199.0,"Écran SAMSUNG - Taille de l'ecran: 55"" 4K UHD, 60Hz - Systeme d'exploitation: Tizen 4.0 - Resolution: 3840 x 2160 - Luminosité: 350 cd/m² - Rapport de contraste: 4000: 1 - Temps de réponse: 8 ms - Angle de vision: 178° H /178° V - Compatibilité VESA: 200 x 200 mm - Avec WiFi, Bluetooth - Connecteurs: 2x USB 2.0, 3x HDMI, RJ45, HDCP 2.2, DVI-D - Dimensions: 1235,1 x 707,9 x 46,3 mm - Poids: 18.1 kg - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/ecran-samsung-qb55r-55-4k-uhd-60hz.html,Ecran SAMSUNG QB55R 55'' 4K UHD 60Hz,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-samsung-qb55r-55-4k-uhd-60hz.jpg,0.0,0.0,Sur commande 48h,samsung,Ecran,N/A,12
4589.0,"Écran SAMSUNG - Taille de l'ecran: 55"" 4K, 60Hz - Systeme d'exploitation: Tizen 6.5 - Resolution: 3840 x 2160 - Luminosité: 500 cd/m² - Rapport de contraste: 4000: 1 (* IPS - 1200:1) - Temps de réponse: 8 ms - Type de dalle: VA - Taille d'image: 16:9 - Angle de vision: 178° H /178° V - Compatibilité VESA: 200 x 200 mm - Avec WiFi, Bluetooth - Connecteurs: 2x USB 2.0, 3x HDMI 2.0, RJ45, HDCP 2.2, DisplayPort 1.2 - Dimensions: 1235,1 x 707,9 x 46,3 mm - Poids: 18.1 kg - Couleur: Noir - Garantie: 1 an",https://www.mytek.tn/ecran-samsung-qm55b-55-4k-60hz.html,Ecran SAMSUNG QM55B 55'' 4K 60Hz,https://mk-media.mytek.tn/media/catalog/product/cache/4635b69058c0dccf0c8109f6ac6742cc/e/c/ecran-samsung-qm55b-55-4k-60hz.jpg,0.0,0.0,Sur commande 48h,samsung,Ecran,N/A,12
